member_id,cycle_year,join_year,tenure_years,member_age,country,chapter,membership_type,dues_amount,auto_renew_flag,events_12m,webinars_12m,courses_12m,website_sessions_90d,committee_member_flag,committee_leadership_flag,committee_leadership_role,committee_meetings_12m,community_logins_90d,email_open_rate,email_click_rate,support_tickets_12m,complaints_12m,donation_amount_12m,failed_payment_flag,invoice_age_days,renewal_due_date,renewal_date,label_renewed_within_60d,renewed_prev_year
M001078,2022,2020,2,57,USA,International,Premium,327.77,0,1,5,0,2,1,0,,1,0,0.261,0.07,0,0,0.0,0,38,2022-07-15,,0,0
M001078,2023,2020,3,57,USA,International,Premium,337.77,0,3,0,1,1,0,0,,0,2,0.266,0.072,0,0,0.0,0,50,2023-11-13,2023-12-28,1,0
M001078,2024,2020,4,57,USA,International,Premium,347.08,0,4,2,0,3,0,0,,0,3,0.271,0.074,0,0,0.0,0,40,2024-01-24,2024-02-02,1,1
M001079,2022,2020,2,37,USA,At-Large,Individual,173.56,0,3,0,0,5,0,0,,0,2,0.331,0.105,0,0,0.0,0,71,2022-05-08,,0,0
M001079,2023,2020,3,37,USA,At-Large,Individual,180.94,0,7,4,3,2,0,0,,0,2,0.336,0.107,0,0,0.0,0,8,2023-07-01,,0,0
M001079,2024,2020,4,37,USA,At-Large,Individual,199.43,0,3,1,0,1,0,0,,0,4,0.341,0.109,0,0,0.0,0,76,2024-05-26,2024-06-14,1,0
M001080,2022,2021,1,78,USA,Northeast,Individual,180.33,1,1,4,1,3,0,0,,0,4,0.287,0.083,0,0,0.0,0,44,2022-05-05,2022-05-11,1,0
M001080,2023,2021,2,78,USA,Northeast,Individual,185.25,1,3,1,0,8,0,0,,0,3,0.292,0.085,0,0,0.0,0,95,2023-01-07,2023-02-07,1,1
M001080,2024,2021,3,78,USA,Northeast,Individual,188.4,1,0,3,1,3,0,0,,0,3,0.297,0.087,0,0,0.0,0,38,2024-12-26,2025-02-16,1,1
M001081,2022,2024,0,62,USA,Mid-Atlantic,Student,48.25,0,0,0,0,1,0,0,,0,3,0.161,0.02,0,0,0.0,1,76,2022-11-03,2022-12-07,1,0
M001081,2023,2024,0,62,USA,Mid-Atlantic,Student,51.21,0,1,0,1,0,0,0,,0,3,0.161,0.02,0,0,0.0,1,46,2023-02-13,,0,1
M001081,2024,2024,0,62,USA,Mid-Atlantic,Student,54.48,0,2,1,0,0,1,0,,1,1,0.161,0.02,0,0,0.0,0,104,2024-02-05,,0,0
M001082,2022,2013,9,24,Australia,Midwest,Individual,171.59,0,3,5,0,1,1,0,,7,4,0.314,0.093,0,0,0.0,0,18,2022-03-17,2022-04-13,1,0
M001082,2023,2013,10,24,Australia,Midwest,Individual,193.04,0,2,3,3,5,1,0,,9,2,0.319,0.095,0,0,0.0,0,77,2023-07-08,,0,1
M001082,2024,2013,11,24,Australia,Midwest,Individual,193.32,0,4,2,3,5,1,1,Secretary,10,0,0.324,0.097,0,0,0.0,0,94,2024-03-26,2024-04-11,1,0
M001083,2022,2020,2,78,USA,Southwest,Corporate,922.38,0,1,1,0,1,1,0,,3,1,0.02,0.0,0,0,250.75,0,3,2022-02-06,2022-03-31,1,0
M001083,2023,2020,3,78,USA,Southwest,Corporate,905.09,0,1,1,1,1,0,0,,0,1,0.02,0.0,0,0,0.0,0,16,2023-06-07,,0,1
M001083,2024,2020,4,78,USA,Southwest,Corporate,962.93,0,1,3,0,0,0,0,,0,3,0.02,0.0,0,0,0.0,0,89,2024-08-06,,0,0
M001084,2022,2023,0,24,USA,Midwest,Student,51.45,0,2,1,0,4,0,0,,0,1,0.176,0.028,0,0,0.0,0,56,2022-08-24,2022-10-06,1,0
M001084,2023,2023,0,24,USA,Midwest,Student,52.32,0,1,1,0,0,1,1,Secretary,5,0,0.176,0.028,0,0,0.0,0,48,2023-03-21,2023-05-13,1,1
M001084,2024,2023,1,24,USA,Midwest,Student,51.62,0,0,3,0,2,0,0,,0,1,0.181,0.03,0,0,116.46,0,31,2024-04-14,2024-06-01,1,1
M001085,2022,2012,10,23,USA,West,Individual,178.46,0,2,1,0,6,0,0,,0,6,0.243,0.056,0,0,230.62,0,69,2022-04-24,2022-05-07,1,0
M001085,2023,2012,11,23,USA,West,Individual,176.4,0,4,1,0,3,1,0,,3,4,0.248,0.058,0,0,161.9,0,57,2023-08-18,2023-09-01,1,1
M001085,2024,2012,12,23,USA,West,Individual,188.7,0,4,2,0,1,0,0,,0,3,0.253,0.06,0,0,0.0,0,78,2024-05-20,,0,1
M001086,2022,2019,3,32,Brazil,Southwest,Individual,183.78,0,1,5,1,1,0,0,,0,0,0.247,0.062,0,0,0.0,0,25,2022-10-12,,0,0
M001086,2023,2019,4,32,Brazil,Southwest,Individual,183.21,0,2,2,1,2,0,0,,0,3,0.252,0.064,0,0,0.0,0,97,2023-09-04,,0,0
M001086,2024,2019,5,32,Brazil,Southwest,Individual,186.4,0,0,1,0,3,0,0,,0,3,0.257,0.066,0,0,0.0,0,76,2024-11-02,2024-11-07,1,0
M001087,2022,2014,8,49,USA,Midwest,Retired,93.59,1,2,3,0,3,0,0,,0,0,0.271,0.072,0,0,124.74,0,95,2022-01-23,2022-02-03,1,0
M001087,2023,2014,9,49,USA,Midwest,Retired,86.56,1,1,1,1,3,0,0,,0,4,0.276,0.074,0,0,0.0,0,0,2023-09-30,2023-11-21,1,1
M001087,2024,2014,10,49,USA,Midwest,Retired,88.7,1,3,3,3,7,0,0,,0,2,0.281,0.076,2,0,0.0,0,11,2024-12-19,2025-01-02,1,1
M001088,2022,2014,8,53,Australia,International,Student,50.33,0,2,2,0,4,1,1,Chair,7,2,0.199,0.036,1,0,0.0,0,105,2022-08-26,2022-09-23,1,0
M001088,2023,2014,9,53,Australia,International,Student,51.32,0,0,2,2,2,0,0,,0,0,0.204,0.038,0,0,0.0,0,111,2023-11-29,,0,1
M001088,2024,2014,10,53,Australia,International,Student,52.25,0,3,1,3,6,0,0,,0,1,0.209,0.04,0,1,0.0,0,98,2024-05-22,2024-06-12,1,0
M001089,2022,2019,3,70,Australia,Midwest,Individual,187.23,0,3,4,0,2,0,0,,0,2,0.142,0.009,0,0,0.0,0,72,2022-12-05,,0,0
M001089,2023,2019,4,70,Australia,Midwest,Individual,182.68,0,1,1,0,0,0,0,,0,2,0.147,0.011,0,1,0.0,0,91,2023-03-08,,0,0
M001089,2024,2019,5,70,Australia,Midwest,Individual,194.31,0,0,3,0,0,0,0,,0,2,0.152,0.013,0,0,0.0,0,68,2024-07-14,,0,0
M001090,2022,2021,1,70,UK,Mid-Atlantic,Individual,180.31,0,1,1,0,0,0,0,,0,0,0.185,0.032,1,1,0.0,0,107,2022-01-15,,0,0
M001090,2023,2021,2,70,UK,Mid-Atlantic,Individual,180.36,0,0,2,0,0,0,0,,0,3,0.19,0.034,0,0,0.0,1,91,2023-07-04,,0,0
M001090,2024,2021,3,70,UK,Mid-Atlantic,Individual,185.67,0,1,0,3,3,0,0,,0,2,0.195,0.036,0,1,0.0,0,68,2024-09-08,,0,0
M001091,2022,2023,0,25,USA,International,Individual,187.73,1,0,0,0,4,0,0,,0,1,0.18,0.03,0,0,0.0,0,83,2022-05-14,,0,0
M001091,2023,2023,0,25,USA,International,Individual,193.27,1,1,2,1,3,0,0,,0,1,0.18,0.03,0,0,0.0,0,27,2023-01-12,2023-01-20,1,0
M001091,2024,2023,1,25,USA,International,Individual,186.37,1,0,0,0,1,0,0,,0,2,0.185,0.032,0,0,0.0,0,99,2024-03-19,,0,1
M001092,2022,2013,9,61,India,Midwest,Individual,175.71,0,4,1,1,1,0,0,,0,3,0.176,0.024,0,0,0.0,0,19,2022-01-06,2022-01-21,1,0
M001092,2023,2013,10,61,India,Midwest,Individual,190.04,0,2,3,0,1,0,0,,0,2,0.181,0.026,0,0,22.56,0,46,2023-06-21,,0,1
M001092,2024,2013,11,61,India,Midwest,Individual,189.89,0,2,3,4,2,0,0,,0,1,0.186,0.028,0,0,26.44,0,28,2024-09-25,2024-10-12,1,0
M001093,2022,2008,14,78,USA,At-Large,Individual,171.87,0,7,1,0,6,0,0,,0,7,0.462,0.164,0,0,0.0,0,20,2022-06-22,2022-07-15,1,0
M001093,2023,2008,15,78,USA,At-Large,Individual,186.18,0,3,3,2,5,0,0,,0,2,0.467,0.166,1,1,0.0,0,100,2023-08-22,,0,1
M001093,2024,2008,16,78,USA,At-Large,Individual,193.31,0,3,6,0,3,0,0,,0,2,0.472,0.168,0,0,0.0,0,19,2024-02-17,,0,0
M001094,2022,2024,0,53,Australia,Southeast,Individual,188.19,0,0,0,1,1,0,0,,0,4,0.138,0.009,0,0,0.0,0,7,2022-08-12,,0,0
M001094,2023,2024,0,53,Australia,Southeast,Individual,178.14,0,0,1,1,2,0,0,,0,1,0.138,0.009,0,0,0.0,0,19,2023-08-16,,0,0
M001094,2024,2024,0,53,Australia,Southeast,Individual,187.67,0,0,0,0,1,0,0,,0,2,0.138,0.009,0,0,0.0,0,18,2024-05-11,,0,0
M001095,2022,2015,7,39,USA,Southwest,Individual,173.04,1,0,1,1,2,0,0,,0,1,0.233,0.053,0,0,0.0,0,90,2022-04-10,2022-05-13,1,0
M001095,2023,2015,8,39,USA,Southwest,Individual,182.31,1,4,1,1,2,1,1,Vice Chair,8,4,0.238,0.055,0,0,0.0,0,11,2023-12-16,,0,1
M001095,2024,2015,9,39,USA,Southwest,Individual,185.8,1,0,2,0,4,0,0,,0,1,0.243,0.057,0,0,0.0,0,88,2024-10-14,2024-11-14,1,0
M001096,2022,2012,10,47,USA,Mid-Atlantic,Individual,185.55,0,1,1,1,0,0,0,,0,2,0.07,0.0,0,0,0.0,0,63,2022-08-11,,0,0
M001096,2023,2012,11,47,USA,Mid-Atlantic,Individual,192.44,0,3,3,0,2,0,0,,0,2,0.075,0.0,0,0,0.0,0,43,2023-06-27,,0,0
M001096,2024,2012,12,47,USA,Mid-Atlantic,Individual,190.78,0,2,1,1,2,0,0,,0,1,0.08,0.0,1,1,0.0,0,103,2024-02-03,,0,0
M001097,2022,2022,0,73,USA,Southeast,Premium,329.26,0,2,3,2,1,0,0,,0,2,0.191,0.036,0,1,0.0,0,117,2022-05-17,2022-07-13,1,0
M001097,2023,2022,1,73,USA,Southeast,Premium,344.36,0,1,1,0,5,0,0,,0,0,0.196,0.038,0,0,0.0,0,100,2023-11-14,,0,1
M001097,2024,2022,2,73,USA,Southeast,Premium,314.09,0,2,2,0,1,0,0,,0,1,0.201,0.04,0,0,0.0,0,30,2024-08-08,2024-09-15,1,0
M001098,2022,2019,3,30,USA,International,Individual,180.89,0,1,2,2,4,0,0,,0,4,0.224,0.051,0,0,198.69,0,20,2022-09-25,2022-10-28,1,0
M001098,2023,2019,4,30,USA,International,Individual,186.22,0,2,0,1,0,0,0,,0,3,0.229,0.053,0,1,0.0,0,119,2023-07-28,,0,1
M001098,2024,2019,5,30,USA,International,Individual,202.65,0,1,3,1,4,0,0,,0,1,0.234,0.055,1,0,0.0,0,94,2024-10-16,,0,0
M001099,2022,2022,0,39,UK,Midwest,Student,49.96,0,1,2,1,0,0,0,,0,1,0.201,0.041,2,0,0.0,0,119,2022-02-04,,0,0
M001099,2023,2022,1,39,UK,Midwest,Student,51.61,0,2,2,1,2,1,1,Secretary,7,2,0.206,0.043,0,0,0.0,0,37,2023-05-11,2023-05-27,1,0
M001099,2024,2022,2,39,UK,Midwest,Student,54.86,0,1,1,3,3,0,0,,0,4,0.211,0.045,0,1,52.63,0,76,2024-05-12,,0,1
M001100,2022,2013,9,42,Canada,Northeast,Individual,184.38,0,5,2,1,1,1,1,Treasurer,9,1,0.257,0.064,0,0,0.0,0,48,2022-09-27,,0,0
M001100,2023,2013,10,42,Canada,Northeast,Individual,177.33,0,3,6,1,5,0,0,,0,1,0.262,0.066,0,0,0.0,0,84,2023-04-15,,0,0
M001100,2024,2013,11,42,Canada,Northeast,Individual,193.55,0,10,4,3,2,0,0,,0,5,0.267,0.068,0,1,0.0,0,99,2024-09-19,,0,0
M001101,2022,2011,11,22,USA,Southwest,Individual,180.45,1,4,4,0,4,0,0,,0,2,0.247,0.058,1,0,0.0,0,116,2022-08-12,2022-09-16,1,0
M001101,2023,2011,12,22,USA,Southwest,Individual,183.95,1,4,0,2,1,0,0,,0,0,0.252,0.06,0,0,0.0,1,81,2023-12-30,2024-02-03,1,1
M001101,2024,2011,13,22,USA,Southwest,Individual,193.88,1,1,3,0,5,1,0,,7,1,0.257,0.062,0,0,362.79,0,63,2024-07-01,,0,1
M001102,2022,2013,9,64,USA,Mid-Atlantic,Student,51.66,0,1,2,1,1,1,0,,3,1,0.176,0.023,0,0,0.0,0,83,2022-01-06,,0,0
M001102,2023,2013,10,64,USA,Mid-Atlantic,Student,51.1,0,1,3,1,4,0,0,,0,1,0.181,0.025,0,0,0.0,0,87,2023-02-06,,0,0
M001102,2024,2013,11,64,USA,Mid-Atlantic,Student,51.17,0,2,3,0,2,0,0,,0,1,0.186,0.027,0,0,0.0,0,112,2024-02-26,,0,0
M001103,2022,2016,6,54,USA,Northeast,Individual,169.15,0,1,2,1,3,0,0,,0,2,0.25,0.062,0,0,0.0,0,49,2022-12-12,,0,0
M001103,2023,2016,7,54,USA,Northeast,Individual,194.6,0,1,2,4,3,0,0,,0,3,0.255,0.064,0,0,0.0,0,74,2023-06-03,,0,0
M001103,2024,2016,8,54,USA,Northeast,Individual,188.22,0,1,2,0,1,0,0,,0,3,0.26,0.066,0,0,0.0,0,6,2024-12-09,,0,0
M001104,2022,2010,12,62,USA,International,Individual,170.98,0,4,2,2,2,1,0,,8,2,0.202,0.035,0,0,0.0,0,29,2022-12-12,2023-01-04,1,0
M001104,2023,2010,13,62,USA,International,Individual,180.67,0,2,2,1,6,1,0,,5,2,0.207,0.037,0,0,0.0,0,88,2023-01-06,,0,1
M001104,2024,2010,14,62,USA,International,Individual,195.88,0,4,0,3,9,0,0,,0,1,0.212,0.039,0,0,0.0,0,82,2024-01-21,2024-03-10,1,0
M001105,2022,2009,13,68,USA,Northeast,Individual,176.62,0,3,4,0,4,0,0,,0,3,0.265,0.066,0,0,0.0,0,102,2022-12-24,2023-02-19,1,0
M001105,2023,2009,14,68,USA,Northeast,Individual,187.54,0,2,1,1,4,0,0,,0,3,0.27,0.068,0,0,0.0,0,84,2023-09-03,,0,1
M001105,2024,2009,15,68,USA,Northeast,Individual,183.51,0,3,3,0,6,0,0,,0,6,0.275,0.07,1,0,0.0,0,25,2024-03-12,,0,0
M001106,2022,2008,14,41,USA,At-Large,Individual,176.58,0,2,1,3,5,0,0,,0,2,0.153,0.009,0,0,84.1,0,0,2022-05-28,2022-06-07,1,0
M001106,2023,2008,15,41,USA,At-Large,Individual,198.72,0,3,0,1,3,0,0,,0,7,0.158,0.011,0,0,0.0,0,114,2023-06-21,2023-08-19,1,1
M001106,2024,2008,16,41,USA,At-Large,Individual,191.42,0,1,0,1,1,0,0,,0,2,0.163,0.013,0,0,183.43,0,9,2024-11-20,,0,1
M001107,2022,2010,12,62,India,Northeast,Individual,182.14,0,1,2,0,3,0,0,,0,2,0.117,0.0,1,0,0.0,0,50,2022-08-03,,0,0
M001107,2023,2010,13,62,India,Northeast,Individual,174.51,0,4,2,0,0,0,0,,0,1,0.122,0.0,0,0,0.0,0,86,2023-04-10,,0,0
M001107,2024,2010,14,62,India,Northeast,Individual,191.12,0,2,2,1,1,0,0,,0,3,0.127,0.0,0,0,411.55,1,98,2024-10-06,,0,0
M001108,2022,2015,7,73,UAE,Mid-Atlantic,Individual,184.06,0,3,5,0,1,0,0,,0,3,0.189,0.031,0,0,0.0,0,58,2022-10-25,2022-11-08,1,0
M001108,2023,2015,8,73,UAE,Mid-Atlantic,Individual,173.49,0,0,1,0,3,0,0,,0,0,0.194,0.033,0,1,0.0,0,43,2023-12-26,,0,1
M001108,2024,2015,9,73,UAE,Mid-Atlantic,Individual,200.75,0,1,1,1,3,0,0,,0,3,0.199,0.035,0,0,0.0,0,114,2024-01-24,,0,0
M001109,2022,2012,10,64,UK,Mid-Atlantic,Corporate,832.28,0,1,1,0,0,0,0,,0,2,0.197,0.034,1,0,0.0,0,21,2022-07-21,2022-09-04,1,0
M001109,2023,2012,11,64,UK,Mid-Atlantic,Corporate,919.74,0,4,1,0,1,0,0,,0,1,0.202,0.036,0,0,0.0,0,93,2023-11-12,,0,1
M001109,2024,2012,12,64,UK,Mid-Atlantic,Corporate,1005.81,0,2,1,1,3,0,0,,0,0,0.207,0.038,0,0,0.0,0,104,2024-08-25,,0,0
M001110,2022,2009,13,48,Germany,Southeast,Individual,178.32,0,2,1,0,4,1,1,Vice Chair,11,2,0.152,0.009,0,1,0.0,0,28,2022-04-24,2022-05-08,1,0
M001110,2023,2009,14,48,Germany,Southeast,Individual,177.45,0,2,0,0,3,0,0,,0,1,0.157,0.011,1,0,0.0,0,59,2023-03-06,,0,1
M001110,2024,2009,15,48,Germany,Southeast,Individual,189.5,0,2,2,1,1,0,0,,0,0,0.162,0.013,0,0,0.0,0,55,2024-04-26,,0,0
M001111,2022,2012,10,78,USA,West,Premium,316.51,0,2,1,2,1,0,0,,0,6,0.32,0.095,0,0,0.0,0,38,2022-10-03,,0,0
M001111,2023,2012,11,78,USA,West,Premium,346.39,0,2,3,5,5,0,0,,0,3,0.325,0.097,0,0,0.0,0,78,2023-11-11,2023-12-29,1,0
M001111,2024,2012,12,78,USA,West,Premium,336.3,0,5,1,1,0,0,0,,0,4,0.33,0.099,0,0,0.0,0,9,2024-07-09,,0,1
M001112,2022,2024,0,72,USA,At-Large,Individual,186.29,1,2,4,0,2,0,0,,0,2,0.227,0.054,0,1,0.0,0,16,2022-11-17,,0,0
M001112,2023,2024,0,72,USA,At-Large,Individual,196.93,1,1,1,0,4,0,0,,0,2,0.227,0.054,0,0,0.0,0,52,2023-06-11,2023-07-28,1,0
M001112,2024,2024,0,72,USA,At-Large,Individual,188.58,1,2,0,0,2,0,0,,0,0,0.227,0.054,0,0,0.0,0,11,2024-03-05,2024-04-03,1,1
M001113,2022,2009,13,70,Australia,International,Corporate,893.85,0,2,4,3,2,0,0,,0,2,0.28,0.074,0,0,0.0,0,13,2022-01-30,,0,0
M001113,2023,2009,14,70,Australia,International,Corporate,912.73,0,6,4,0,5,0,0,,0,4,0.285,0.076,0,1,0.0,0,51,2023-01-10,2023-03-07,1,0
M001113,2024,2009,15,70,Australia,International,Corporate,969.57,0,5,4,0,4,0,0,,0,0,0.29,0.078,0,2,0.0,0,0,2024-09-08,2024-09-30,1,1
M001114,2022,2009,13,42,USA,Midwest,Retired,88.48,0,3,2,2,8,0,0,,0,2,0.358,0.113,0,0,0.0,0,12,2022-12-12,2023-01-28,1,0
M001114,2023,2009,14,42,USA,Midwest,Retired,87.72,0,4,3,1,6,1,1,Chair,9,3,0.363,0.115,0,0,0.0,0,71,2023-10-10,,0,1
M001114,2024,2009,15,42,USA,Midwest,Retired,97.34,0,4,4,0,3,1,0,,16,3,0.368,0.117,0,0,0.0,0,49,2024-07-28,,0,0
M001115,2022,2023,0,25,USA,Northeast,Corporate,858.68,1,2,2,0,2,0,0,,0,1,0.306,0.093,0,1,52.75,0,105,2022-01-24,2022-02-07,1,0
M001115,2023,2023,0,25,USA,Northeast,Corporate,907.32,1,0,4,1,5,1,0,,4,4,0.306,0.093,0,0,7.06,0,83,2023-11-11,2023-12-21,1,1
M001115,2024,2023,1,25,USA,Northeast,Corporate,949.58,1,1,2,0,5,0,0,,0,1,0.311,0.095,0,0,0.0,0,76,2024-12-16,2025-01-05,1,1
M001116,2022,2022,0,37,USA,Southwest,Retired,91.94,1,4,2,1,0,0,0,,0,3,0.21,0.045,1,0,0.0,0,50,2022-04-20,2022-05-01,1,0
M001116,2023,2022,1,37,USA,Southwest,Retired,93.31,1,1,1,0,3,0,0,,0,1,0.215,0.047,0,0,0.0,0,96,2023-05-04,,0,1
M001116,2024,2022,2,37,USA,Southwest,Retired,98.87,1,1,1,1,1,0,0,,0,2,0.22,0.049,0,0,0.0,0,47,2024-10-20,,0,0
M001117,2022,2021,1,52,USA,Northeast,Individual,176.28,0,0,2,0,0,1,0,,3,2,0.125,0.002,0,1,0.0,1,118,2022-09-18,,0,0
M001117,2023,2021,2,52,USA,Northeast,Individual,191.41,0,1,0,0,0,0,0,,0,1,0.13,0.004,1,0,0.0,1,47,2023-01-12,,0,0
M001117,2024,2021,3,52,USA,Northeast,Individual,197.06,0,1,1,0,1,0,0,,0,1,0.135,0.006,0,0,19.15,0,15,2024-01-08,2024-01-17,1,0
M001118,2022,2013,9,45,USA,Midwest,Student,46.32,0,2,4,0,3,0,0,,0,2,0.107,0.0,0,0,0.0,0,18,2022-12-28,2023-02-12,1,0
M001118,2023,2013,10,45,USA,Midwest,Student,54.4,0,2,1,0,1,0,0,,0,6,0.112,0.0,0,0,124.58,0,66,2023-11-11,2023-12-18,1,1
M001118,2024,2013,11,45,USA,Midwest,Student,52.42,0,1,3,2,2,0,0,,0,1,0.117,0.0,0,0,0.0,1,43,2024-03-14,2024-03-23,1,1
M001119,2022,2016,6,53,Brazil,International,Individual,181.53,0,0,3,0,1,0,0,,0,2,0.227,0.051,0,0,0.0,0,18,2022-07-29,2022-08-10,1,0
M001119,2023,2016,7,53,Brazil,International,Individual,181.97,0,4,0,1,6,1,0,,4,1,0.232,0.053,0,0,0.0,0,86,2023-11-27,2023-12-20,1,1
M001119,2024,2016,8,53,Brazil,International,Individual,189.08,0,4,1,2,4,0,0,,0,1,0.237,0.055,0,0,0.0,0,96,2024-12-04,,0,1
M001120,2022,2014,8,72,UK,Mid-Atlantic,Individual,175.31,0,2,0,1,0,0,0,,0,2,0.203,0.038,0,0,0.0,0,20,2022-12-27,,0,0
M001120,2023,2014,9,72,UK,Mid-Atlantic,Individual,187.05,0,1,3,2,1,0,0,,0,6,0.208,0.04,0,0,0.0,0,86,2023-06-19,,0,0
M001120,2024,2014,10,72,UK,Mid-Atlantic,Individual,186.05,0,2,3,1,0,0,0,,0,3,0.213,0.042,0,1,0.0,0,46,2024-10-01,,0,0
M001121,2022,2008,14,34,USA,Mid-Atlantic,Individual,184.11,0,4,0,2,2,1,1,Treasurer,11,1,0.295,0.081,0,1,0.0,0,78,2022-03-07,,0,0
M001121,2023,2008,15,34,USA,Mid-Atlantic,Individual,189.15,0,3,2,0,3,1,0,,12,3,0.3,0.083,1,1,0.0,0,32,2023-05-29,,0,0
M001121,2024,2008,16,34,USA,Mid-Atlantic,Individual,197.83,0,3,2,2,3,0,0,,0,2,0.305,0.085,1,0,0.0,0,104,2024-09-01,,0,0
M001122,2022,2014,8,25,India,Southeast,Individual,175.14,0,2,1,1,2,0,0,,0,2,0.178,0.025,0,0,0.0,0,67,2022-06-11,2022-07-28,1,0
M001122,2023,2014,9,25,India,Southeast,Individual,183.01,0,3,3,2,1,0,0,,0,2,0.183,0.027,0,0,0.0,1,80,2023-11-26,2023-12-24,1,1
M001122,2024,2014,10,25,India,Southeast,Individual,184.55,0,1,1,2,5,1,0,,9,7,0.188,0.029,0,0,0.0,0,24,2024-05-23,2024-06-02,1,1
M001123,2022,2023,0,67,USA,International,Premium,340.73,0,1,1,0,1,0,0,,0,1,0.034,0.0,1,0,0.0,0,5,2022-06-09,2022-08-08,1,0
M001123,2023,2023,0,67,USA,International,Premium,338.65,0,1,2,1,1,0,0,,0,1,0.034,0.0,0,0,591.26,0,98,2023-12-26,2024-01-11,1,1
M001123,2024,2023,1,67,USA,International,Premium,336.21,0,1,3,1,0,0,0,,0,1,0.039,0.0,0,0,0.0,0,5,2024-12-09,2025-01-10,1,1
M001124,2022,2024,0,70,USA,At-Large,Individual,176.21,0,2,2,1,1,0,0,,0,2,0.206,0.043,0,0,0.0,0,113,2022-05-07,,0,0
M001124,2023,2024,0,70,USA,At-Large,Individual,178.29,0,5,2,0,3,0,0,,0,2,0.206,0.043,0,0,0.0,0,94,2023-07-31,2023-08-28,1,0
M001124,2024,2024,0,70,USA,At-Large,Individual,188.45,0,0,0,0,5,1,0,,2,3,0.206,0.043,0,0,0.0,0,95,2024-04-03,,0,1
M001125,2022,2022,0,76,USA,Southwest,Premium,331.48,1,4,2,0,4,0,0,,0,1,0.253,0.066,1,0,0.0,0,67,2022-06-26,,0,0
M001125,2023,2022,1,76,USA,Southwest,Premium,328.62,1,3,1,0,3,0,0,,0,3,0.258,0.068,0,0,0.0,0,90,2023-09-18,2023-11-15,1,0
M001125,2024,2022,2,76,USA,Southwest,Premium,343.85,1,2,1,2,3,0,0,,0,3,0.263,0.07,0,0,0.0,0,65,2024-11-07,2024-12-02,1,1
M001126,2022,2011,11,68,USA,At-Large,Individual,187.78,0,5,7,0,1,0,0,,0,3,0.323,0.096,0,0,0.0,0,115,2022-09-18,2022-10-11,1,0
M001126,2023,2011,12,68,USA,At-Large,Individual,185.04,0,2,5,4,5,0,0,,0,3,0.328,0.098,0,0,0.0,1,81,2023-06-06,,0,1
M001126,2024,2011,13,68,USA,At-Large,Individual,196.18,0,3,4,0,4,1,1,Vice Chair,13,2,0.333,0.1,0,0,0.0,0,47,2024-06-07,2024-07-01,1,0
M001127,2022,2022,0,22,USA,Southeast,Individual,185.3,0,0,0,1,3,0,0,,0,0,0.067,0.0,1,1,0.0,0,57,2022-02-05,,0,0
M001127,2023,2022,1,22,USA,Southeast,Individual,180.93,0,0,1,2,1,0,0,,0,3,0.072,0.0,0,0,0.0,0,109,2023-10-01,2023-11-22,1,0
M001127,2024,2022,2,22,USA,Southeast,Individual,186.3,0,3,4,0,2,0,0,,0,1,0.077,0.0,0,0,271.86,0,32,2024-12-27,2025-01-11,1,1
M001128,2022,2020,2,48,USA,Midwest,Corporate,914.54,1,0,1,0,0,1,0,,8,2,0.141,0.009,1,0,0.0,0,38,2022-06-13,,0,0
M001128,2023,2020,3,48,USA,Midwest,Corporate,899.71,1,0,1,0,0,0,0,,0,0,0.146,0.011,0,0,0.0,0,95,2023-09-19,,0,0
M001128,2024,2020,4,48,USA,Midwest,Corporate,969.38,1,0,2,0,0,1,0,,7,2,0.151,0.013,0,0,0.0,0,28,2024-03-01,2024-03-03,1,0
M001129,2022,2010,12,75,UK,Midwest,Individual,181.86,0,3,4,1,6,1,0,,6,2,0.241,0.054,0,0,0.0,0,57,2022-11-25,,0,0
M001129,2023,2010,13,75,UK,Midwest,Individual,173.16,0,7,2,1,4,0,0,,0,3,0.246,0.056,1,0,0.0,0,109,2023-10-28,,0,0
M001129,2024,2010,14,75,UK,Midwest,Individual,188.5,0,6,2,1,2,0,0,,0,6,0.251,0.058,0,0,0.0,0,92,2024-01-12,2024-01-19,1,0
M001130,2022,2016,6,52,USA,Mid-Atlantic,Individual,171.65,0,3,4,1,2,0,0,,0,2,0.164,0.019,0,0,0.0,0,16,2022-10-27,,0,0
M001130,2023,2016,7,52,USA,Mid-Atlantic,Individual,191.45,0,1,2,1,1,0,0,,0,3,0.169,0.021,0,1,0.0,0,65,2023-06-20,,0,0
M001130,2024,2016,8,52,USA,Mid-Atlantic,Individual,194.43,0,4,1,1,5,0,0,,0,4,0.174,0.023,0,0,0.0,0,74,2024-07-30,,0,0
M001131,2022,2013,9,28,India,At-Large,Individual,179.11,0,4,0,0,1,0,0,,0,2,0.156,0.014,0,1,0.0,0,76,2022-05-13,,0,0
M001131,2023,2013,10,28,India,At-Large,Individual,183.83,0,2,1,0,4,0,0,,0,1,0.161,0.016,0,0,0.0,0,65,2023-02-28,,0,0
M001131,2024,2013,11,28,India,At-Large,Individual,185.08,0,2,2,0,2,1,0,,5,2,0.166,0.018,0,0,0.0,0,47,2024-06-04,,0,0
M001132,2022,2012,10,25,USA,Northeast,Corporate,889.82,1,0,1,2,1,0,0,,0,0,0.288,0.079,1,0,0.0,0,28,2022-11-15,,0,0
