member_id,cycle_year,join_year,tenure_years,member_age,country,chapter,membership_type,dues_amount,auto_renew_flag,events_12m,webinars_12m,courses_12m,website_sessions_90d,committee_member_flag,committee_leadership_flag,committee_leadership_role,committee_meetings_12m,community_logins_90d,email_open_rate,email_click_rate,support_tickets_12m,complaints_12m,donation_amount_12m,failed_payment_flag,invoice_age_days,renewal_due_date,renewal_date,label_renewed_within_60d,renewed_prev_year
M000464,2025,2010,15,39,USA,At-Large,Individual,197.19,0,1,6,1,4,0,0,,0,3,0.211,0.038,0,0,0.0,0,115,2025-04-28,,,1
M000465,2025,2010,15,59,USA,Southeast,Student,55.0,0,1,4,4,0,0,0,,0,3,0.266,0.066,0,0,0.0,0,110,2025-03-18,,,1
M000466,2025,2010,15,33,USA,Midwest,Premium,351.87,1,0,1,1,2,1,0,,7,0,0.24,0.052,1,0,0.0,0,51,2025-04-01,,,0
M000467,2025,2016,9,55,USA,At-Large,Individual,201.99,1,5,1,2,6,0,0,,0,4,0.319,0.095,0,0,0.0,0,74,2025-11-04,,,1
M000468,2025,2009,16,19,USA,Northeast,Individual,193.21,0,0,3,1,2,0,0,,0,1,0.139,0.002,0,0,0.0,0,58,2025-06-28,,,0
M000469,2025,2010,15,57,USA,Southeast,Individual,193.84,1,4,2,1,5,0,0,,0,2,0.139,0.002,0,0,0.0,0,119,2025-04-02,,,1
M000470,2025,2020,5,28,Australia,Southwest,Retired,102.01,0,3,3,0,3,1,0,,5,3,0.325,0.1,0,0,0.0,0,36,2025-04-26,,,0
M000471,2025,2011,14,65,USA,International,Individual,195.21,0,3,5,1,2,0,0,,0,3,0.251,0.058,0,0,0.0,0,57,2025-09-26,,,0
M000472,2025,2022,3,31,Canada,Midwest,Premium,360.09,0,1,0,1,2,1,1,Vice Chair,3,2,0.137,0.007,0,0,0.0,0,32,2025-08-25,,,0
M000473,2025,2019,6,26,India,International,Corporate,1044.3,0,3,1,0,7,0,0,,0,3,0.289,0.082,1,0,81.91,0,57,2025-07-24,,,0
M000474,2025,2009,16,28,USA,Mid-Atlantic,Retired,92.66,1,3,2,1,5,0,0,,0,2,0.287,0.076,1,1,0.0,0,113,2025-01-23,,,0
M000475,2025,2022,3,44,USA,At-Large,Premium,331.31,1,0,2,1,1,0,0,,0,1,0.149,0.013,0,0,0.0,0,101,2025-12-13,,,0
M000476,2025,2015,10,68,India,Southeast,Premium,339.31,1,0,1,0,2,0,0,,0,0,0.309,0.089,0,0,0.0,0,53,2025-08-25,,,1
M000477,2025,2013,12,41,Brazil,International,Individual,194.35,1,4,3,0,1,0,0,,0,2,0.226,0.047,1,0,0.0,0,69,2025-08-23,,,1
M000478,2025,2014,11,79,Canada,Southeast,Individual,188.57,0,2,0,1,7,0,0,,0,2,0.123,0.0,0,0,0.0,0,85,2025-05-16,,,0
M000479,2025,2021,4,65,USA,International,Individual,198.98,0,2,3,0,3,0,0,,0,2,0.123,0.0,0,0,0.0,0,30,2025-12-24,,,1
M000480,2025,2014,11,69,USA,West,Corporate,950.9,0,2,2,0,4,0,0,,0,0,0.142,0.006,1,0,0.0,0,32,2025-07-21,,,0
M000481,2025,2024,1,57,USA,International,Retired,97.16,1,0,0,0,1,0,0,,0,0,0.132,0.006,0,0,0.0,0,80,2025-01-09,,,1
M000482,2025,2021,4,19,USA,Mid-Atlantic,Nonprofit,511.31,1,1,2,1,2,0,0,,0,2,0.127,0.002,0,0,0.0,0,103,2025-11-16,,,0
M000483,2025,2013,12,67,USA,At-Large,Individual,187.58,0,2,2,2,3,0,0,,0,3,0.075,0.0,1,0,0.0,0,70,2025-11-27,,,1
M000484,2025,2018,7,54,Australia,Mid-Atlantic,Individual,192.44,0,2,0,0,2,0,0,,0,3,0.047,0.0,0,0,0.0,0,92,2025-08-13,,,0
M000485,2025,2010,15,48,Germany,West,Student,53.71,0,5,4,0,1,0,0,,0,7,0.226,0.046,0,0,0.0,0,73,2025-12-02,,,0
M000486,2025,2020,5,21,UK,Southeast,Student,58.62,0,1,0,1,2,0,0,,0,2,0.275,0.075,0,0,0.0,0,114,2025-09-03,,,1
M000487,2025,2021,4,64,USA,Southwest,Premium,350.12,1,0,1,1,1,0,0,,0,3,0.047,0.0,0,0,0.0,0,7,2025-04-15,,,0
M000488,2025,2022,3,39,USA,Midwest,Individual,186.88,0,2,0,1,1,0,0,,0,2,0.207,0.042,0,0,0.0,0,66,2025-02-13,,,0
M000489,2025,2020,5,49,USA,Southeast,Retired,99.04,0,0,2,0,2,0,0,,0,2,0.117,0.0,0,0,0.0,0,13,2025-03-25,,,0
M000490,2025,2011,14,76,USA,Southeast,Individual,199.51,0,3,3,0,2,0,0,,0,2,0.244,0.055,0,0,0.0,0,5,2025-09-19,,,1
M000491,2025,2022,3,22,UK,Northeast,Nonprofit,496.46,0,1,2,0,1,0,0,,0,1,0.223,0.05,0,0,0.0,0,40,2025-09-13,,,1
M000492,2025,2010,15,24,USA,At-Large,Individual,209.05,1,1,4,0,1,0,0,,0,2,0.217,0.041,0,0,0.0,0,110,2025-04-27,,,1
M000493,2025,2008,17,26,USA,International,Nonprofit,488.61,1,2,3,1,2,1,1,Secretary,15,4,0.223,0.043,0,1,0.0,0,113,2025-02-24,,,0
M000494,2025,2016,9,72,Brazil,Northeast,Individual,198.89,0,3,2,1,6,0,0,,0,3,0.131,0.001,0,0,0.0,0,52,2025-04-04,,,0
M000495,2025,2014,11,55,USA,Midwest,Individual,202.77,0,4,3,2,4,0,0,,0,4,0.295,0.082,0,0,0.0,0,85,2025-11-06,,,0
M000496,2025,2017,8,53,UAE,Northeast,Retired,99.46,0,1,2,0,5,1,1,Secretary,4,6,0.222,0.047,0,0,0.0,0,58,2025-09-02,,,0
M000497,2025,2009,16,75,USA,Midwest,Individual,188.3,1,2,2,2,4,1,1,Treasurer,10,2,0.302,0.083,0,0,55.73,0,11,2025-01-08,,,1
M000498,2025,2009,16,73,USA,Southwest,Premium,365.69,1,1,6,1,6,0,0,,0,3,0.319,0.092,0,0,0.0,0,46,2025-02-09,,,1
M000499,2025,2014,11,77,USA,At-Large,Nonprofit,486.02,0,3,3,2,4,0,0,,0,4,0.221,0.045,0,0,0.0,0,35,2025-04-25,,,0
M000500,2025,2016,9,42,USA,Midwest,Individual,189.18,0,2,4,3,2,0,0,,0,5,0.159,0.015,0,0,0.0,0,48,2025-01-24,,,0
M000501,2025,2022,3,24,India,At-Large,Individual,195.26,1,2,0,2,3,0,0,,0,2,0.204,0.041,0,0,0.0,0,70,2025-06-30,,,0
M000502,2025,2013,12,55,India,Mid-Atlantic,Individual,186.55,1,1,1,2,2,0,0,,0,2,0.309,0.088,0,0,0.0,0,111,2025-05-22,,,1
M000503,2025,2009,16,74,USA,Southeast,Individual,205.82,0,4,2,2,4,0,0,,0,3,0.318,0.091,0,1,0.0,0,58,2025-04-19,,,1
M000504,2025,2024,1,64,USA,At-Large,Nonprofit,490.29,1,0,2,0,3,0,0,,0,2,0.262,0.071,1,0,0.0,0,66,2025-03-17,,,1
M000505,2025,2020,5,37,USA,Southeast,Individual,198.72,1,2,0,1,0,0,0,,0,2,0.27,0.072,0,0,459.84,0,118,2025-08-29,,,1
M000506,2025,2019,6,61,USA,Mid-Atlantic,Individual,201.32,0,3,1,1,3,0,0,,0,2,0.497,0.186,0,0,0.0,0,31,2025-05-27,,,0
M000507,2025,2023,2,59,USA,Southeast,Corporate,982.98,0,1,3,2,1,0,0,,0,1,0.291,0.085,0,1,0.0,0,84,2025-01-02,,,1
M000508,2025,2014,11,67,Canada,Mid-Atlantic,Individual,200.6,0,0,2,2,0,0,0,,0,2,0.171,0.02,0,0,145.51,0,86,2025-01-05,,,1
M000509,2025,2024,1,79,UAE,Mid-Atlantic,Individual,193.67,0,0,1,0,2,0,0,,0,1,0.135,0.007,1,0,45.01,0,39,2025-12-31,,,1
M000510,2025,2011,14,32,USA,At-Large,Nonprofit,492.42,0,3,3,1,5,0,0,,0,3,0.386,0.126,1,1,254.81,0,18,2025-10-28,,,1
M000511,2025,2017,8,55,UAE,Northeast,Individual,190.86,0,3,1,1,1,0,0,,0,6,0.305,0.089,0,0,0.0,0,98,2025-03-05,,,1
M000512,2025,2012,13,45,USA,Southwest,Individual,199.08,1,3,1,2,2,0,0,,0,1,0.128,0.0,0,0,0.0,0,112,2025-03-12,,,0
M000513,2025,2010,15,27,USA,Northeast,Individual,189.98,0,4,4,0,2,0,0,,0,4,0.269,0.067,0,0,0.0,0,1,2025-11-23,,,0
M000514,2025,2017,8,60,Canada,Southeast,Student,52.73,1,7,3,0,4,0,0,,0,1,0.283,0.078,0,0,0.0,0,97,2025-01-19,,,1
M000515,2025,2012,13,32,USA,Southwest,Individual,197.81,0,4,1,2,5,0,0,,0,2,0.23,0.048,0,0,0.0,0,45,2025-03-28,,,1
M000516,2025,2023,2,39,USA,Southwest,Individual,202.42,0,2,1,0,3,0,0,,0,1,0.236,0.057,0,0,0.0,0,60,2025-08-30,,,0
M000517,2025,2023,2,70,USA,Mid-Atlantic,Nonprofit,498.0,0,0,2,1,3,0,0,,0,3,0.155,0.017,0,0,212.02,0,112,2025-01-11,,,1
M000518,2025,2018,7,41,Germany,Northeast,Premium,343.66,0,3,1,0,2,0,0,,0,3,0.085,0.0,0,0,0.0,0,41,2025-09-18,,,0
M000519,2025,2013,12,68,USA,West,Individual,181.92,0,6,3,0,6,0,0,,0,4,0.382,0.125,0,0,0.0,0,90,2025-02-20,,,0
M000520,2025,2022,3,47,USA,Southwest,Retired,103.69,1,2,1,2,3,0,0,,0,3,0.29,0.084,0,0,0.0,0,83,2025-08-10,,,0
M000521,2025,2019,6,53,USA,Northeast,Individual,193.67,0,0,3,2,0,0,0,,0,2,0.214,0.044,0,0,0.0,0,39,2025-08-02,,,0
M000522,2025,2015,10,25,USA,Southeast,Individual,203.01,0,1,1,1,5,0,0,,0,0,0.192,0.031,0,0,19.82,0,101,2025-06-11,,,0
M000523,2025,2017,8,50,USA,Southeast,Individual,198.12,1,6,2,1,3,0,0,,0,4,0.357,0.114,0,0,0.0,0,84,2025-06-02,,,1
M000524,2025,2014,11,69,USA,Mid-Atlantic,Individual,199.96,0,4,4,0,5,0,0,,0,2,0.252,0.06,0,0,0.0,0,23,2025-07-20,,,0
M000525,2025,2014,11,56,Australia,Northeast,Individual,198.19,1,2,1,1,4,0,0,,0,2,0.263,0.066,0,0,0.0,0,102,2025-08-25,,,1
M000526,2025,2013,12,65,USA,Southeast,Premium,347.43,1,2,3,0,1,0,0,,0,2,0.167,0.018,0,0,76.85,0,22,2025-01-29,,,1
M000527,2025,2014,11,48,USA,Mid-Atlantic,Individual,197.47,0,4,2,3,5,0,0,,0,2,0.321,0.095,0,0,57.21,0,81,2025-12-03,,,1
M000528,2025,2013,12,59,USA,Northeast,Individual,190.01,0,3,2,2,1,0,0,,0,7,0.278,0.073,0,0,0.0,0,13,2025-09-25,,,1
M000529,2025,2022,3,19,USA,International,Premium,345.48,0,1,2,1,4,0,0,,0,1,0.101,0.0,0,1,0.0,0,72,2025-08-31,,,1
M000530,2025,2014,11,22,USA,Midwest,Individual,181.83,0,1,4,1,8,0,0,,0,1,0.191,0.03,0,0,138.6,0,117,2025-04-21,,,1
M000531,2025,2015,10,78,Australia,Northeast,Nonprofit,482.66,1,4,7,0,4,0,0,,0,3,0.283,0.077,0,0,0.0,0,111,2025-09-09,,,1
M000532,2025,2023,2,21,UK,International,Nonprofit,494.48,0,4,0,1,2,0,0,,0,1,0.329,0.104,0,0,0.0,0,115,2025-10-29,,,1
M000533,2025,2015,10,46,USA,Southeast,Individual,202.71,0,1,5,1,2,0,0,,0,3,0.301,0.086,0,1,0.0,0,91,2025-02-05,,,0
M000534,2025,2018,7,25,USA,Northeast,Individual,199.3,0,3,2,1,5,0,0,,0,5,0.213,0.043,0,0,0.0,0,77,2025-07-29,,,1
M000535,2025,2010,15,79,India,Northeast,Individual,197.14,1,4,2,0,5,0,0,,0,8,0.197,0.031,0,0,0.0,0,25,2025-03-18,,,0
M000536,2025,2015,10,39,USA,At-Large,Individual,197.36,0,1,5,0,2,0,0,,0,3,0.419,0.144,0,0,0.0,1,111,2025-09-14,,,0
M000537,2025,2011,14,51,USA,At-Large,Retired,94.83,1,5,1,1,2,0,0,,0,2,0.105,0.0,0,0,0.0,0,32,2025-03-12,,,1
M000538,2025,2012,13,31,USA,International,Individual,198.2,0,1,4,0,6,0,0,,0,2,0.288,0.078,0,1,0.0,0,14,2025-10-06,,,0
M000539,2025,2020,5,50,Australia,Midwest,Individual,184.97,0,1,1,1,3,0,0,,0,0,0.187,0.031,0,0,0.0,0,32,2025-10-03,,,1
M000540,2025,2024,1,78,USA,At-Large,Corporate,1007.55,0,4,1,0,4,0,0,,0,0,0.152,0.016,0,0,0.0,0,73,2025-03-09,,,0
M000541,2025,2023,2,51,USA,Southeast,Individual,185.02,0,1,0,1,2,0,0,,0,0,0.175,0.027,0,0,0.0,0,90,2025-05-14,,,0
M000542,2025,2011,14,45,India,Southwest,Individual,190.34,0,4,2,1,4,1,0,,11,5,0.395,0.131,0,0,0.0,0,109,2025-02-27,,,0
M000543,2025,2012,13,20,UK,Southwest,Retired,95.02,1,5,2,0,2,1,0,,7,5,0.179,0.023,0,0,0.0,0,77,2025-06-12,,,0
M000544,2025,2009,16,23,USA,Northeast,Individual,193.46,0,2,3,1,7,1,1,Secretary,11,1,0.239,0.051,0,1,0.0,0,50,2025-10-20,,,0
M000545,2025,2014,11,38,UK,International,Premium,334.25,1,2,0,0,6,0,0,,0,0,0.159,0.014,0,0,186.85,0,57,2025-12-26,,,1
M000546,2025,2013,12,64,USA,Southeast,Premium,350.12,0,5,2,1,1,1,0,,8,4,0.073,0.0,0,0,0.0,0,54,2025-02-13,,,0
M000547,2025,2019,6,47,USA,At-Large,Individual,193.86,1,1,2,1,1,0,0,,0,1,0.267,0.07,0,0,0.0,1,38,2025-12-12,,,0
M000548,2025,2011,14,80,USA,At-Large,Individual,189.9,0,2,3,0,3,0,0,,0,1,0.155,0.011,0,1,0.0,0,5,2025-08-17,,,0
M000549,2025,2021,4,36,USA,West,Individual,199.35,0,0,1,0,2,1,1,Treasurer,11,1,0.185,0.03,0,0,0.0,0,18,2025-07-16,,,1
M000550,2025,2018,7,45,USA,Midwest,Premium,340.49,1,0,3,1,1,0,0,,0,3,0.067,0.0,0,0,0.0,0,41,2025-09-09,,,0
M000551,2025,2008,17,41,USA,Midwest,Retired,96.46,0,2,4,0,4,0,0,,0,4,0.198,0.03,0,0,0.0,0,19,2025-10-15,,,1
M000552,2025,2022,3,76,USA,Mid-Atlantic,Individual,190.73,0,3,1,0,1,0,0,,0,3,0.204,0.04,0,0,0.0,0,51,2025-10-23,,,1
M000553,2025,2017,8,35,USA,International,Individual,196.3,0,3,2,0,3,0,0,,0,2,0.121,0.0,0,0,0.0,0,29,2025-06-28,,,0
M000554,2025,2016,9,42,USA,International,Retired,96.24,0,2,2,3,5,0,0,,0,1,0.255,0.063,0,0,0.0,0,114,2025-10-11,,,0
M000555,2025,2016,9,59,Canada,At-Large,Individual,195.41,0,4,1,2,3,0,0,,0,2,0.163,0.017,0,0,0.0,0,79,2025-08-17,,,0
M000556,2025,2016,9,49,USA,Northeast,Student,52.26,0,3,1,5,1,0,0,,0,0,0.249,0.06,1,0,0.0,0,33,2025-03-05,,,0
M000557,2025,2020,5,78,USA,International,Individual,189.71,0,2,1,1,0,0,0,,0,2,0.174,0.025,1,0,0.0,0,52,2025-04-07,,,0
M000558,2025,2022,3,64,Germany,Midwest,Corporate,994.58,1,1,0,1,0,0,0,,0,1,0.197,0.037,0,0,157.02,0,113,2025-01-28,,,0
M000559,2025,2009,16,25,USA,Midwest,Student,53.29,0,3,3,1,2,0,0,,0,1,0.158,0.011,0,0,0.0,0,45,2025-05-18,,,0
M000560,2025,2010,15,38,USA,At-Large,Student,53.92,0,6,5,1,5,1,0,,6,5,0.351,0.108,0,0,200.21,0,104,2025-04-08,,,0
M000561,2025,2024,1,55,Canada,Southwest,Retired,100.34,1,0,2,1,3,0,0,,0,2,0.164,0.022,0,0,0.0,0,12,2025-10-08,,,1
M000562,2025,2008,17,54,USA,At-Large,Individual,195.04,0,2,5,1,1,0,0,,0,5,0.25,0.056,1,0,31.43,0,49,2025-11-11,,,1
M000563,2025,2013,12,54,USA,At-Large,Corporate,976.28,0,2,1,3,3,0,0,,0,2,0.201,0.035,1,0,0.0,0,99,2025-03-14,,,1
M000564,2025,2015,10,23,USA,Southeast,Retired,102.56,0,3,5,3,2,0,0,,0,1,0.313,0.092,2,0,0.0,0,75,2025-02-27,,,0
M000565,2025,2015,10,57,USA,International,Individual,198.48,1,7,4,0,2,0,0,,0,4,0.217,0.043,0,0,340.42,0,48,2025-03-09,,,1
M000566,2025,2008,17,56,USA,Southeast,Nonprofit,474.54,0,7,2,2,4,0,0,,0,2,0.347,0.105,0,0,0.0,0,63,2025-01-31,,,1
M000567,2025,2009,16,52,USA,Midwest,Individual,198.21,0,3,4,2,6,0,0,,0,2,0.308,0.086,0,0,0.0,0,10,2025-11-24,,,0
M000568,2025,2008,17,79,USA,West,Nonprofit,487.39,1,3,3,0,7,0,0,,0,2,0.285,0.074,0,0,123.72,0,48,2025-06-17,,,1
M000569,2025,2014,11,50,USA,Southwest,Nonprofit,485.11,1,3,4,0,2,0,0,,0,6,0.301,0.085,0,0,0.0,0,88,2025-06-23,,,0
M000570,2025,2008,17,22,USA,International,Individual,198.53,1,2,5,1,12,0,0,,0,4,0.412,0.137,0,0,0.0,0,118,2025-01-07,,,0
M000571,2025,2015,10,26,USA,West,Individual,200.61,1,5,6,2,3,0,0,,0,2,0.277,0.074,0,0,233.17,0,90,2025-11-25,,,1
M000572,2025,2023,2,78,USA,International,Individual,195.05,0,1,0,0,5,0,0,,0,0,0.216,0.047,1,0,0.0,0,24,2025-06-30,,,1
M000573,2025,2023,2,39,USA,Midwest,Individual,200.15,0,6,3,0,4,1,1,Secretary,8,1,0.291,0.084,0,0,0.0,0,31,2025-11-17,,,1
M000574,2025,2012,13,48,USA,At-Large,Individual,206.09,0,1,4,1,4,0,0,,0,3,0.252,0.059,0,0,0.0,0,104,2025-12-03,,,1
M000575,2025,2008,17,49,USA,West,Individual,197.91,0,1,6,1,5,0,0,,0,4,0.306,0.085,0,0,0.0,1,23,2025-06-27,,,0
M000576,2025,2017,8,23,Germany,Midwest,Individual,200.25,1,0,2,1,3,0,0,,0,2,0.16,0.016,0,0,0.0,0,28,2025-07-29,,,0
M000577,2025,2009,16,49,USA,Southeast,Corporate,948.33,1,3,6,1,1,1,0,,5,2,0.265,0.064,0,0,0.0,0,98,2025-12-01,,,0
M000578,2025,2012,13,59,USA,Midwest,Individual,199.55,0,0,3,1,2,0,0,,0,3,0.135,0.001,1,1,0.0,0,111,2025-01-12,,,0
M000579,2025,2011,14,30,USA,Southwest,Individual,191.73,1,5,0,1,3,0,0,,0,1,0.199,0.033,0,0,0.0,0,11,2025-07-28,,,0
M000580,2025,2008,17,33,USA,West,Individual,190.96,0,3,5,1,2,0,0,,0,2,0.256,0.06,0,0,153.11,0,30,2025-07-19,,,0
M000581,2025,2013,12,26,USA,Midwest,Individual,189.0,0,2,2,2,4,0,0,,0,1,0.16,0.014,0,0,163.29,0,112,2025-02-03,,,1
M000582,2025,2024,1,24,USA,Northeast,Individual,201.96,0,0,0,1,0,0,0,,0,2,0.145,0.012,0,0,0.0,0,36,2025-04-27,,,0
M000583,2025,2023,2,30,USA,Northeast,Corporate,989.31,1,2,1,0,4,0,0,,0,2,0.273,0.076,0,0,0.0,0,58,2025-10-14,,,1
M000584,2025,2022,3,69,USA,Mid-Atlantic,Individual,194.74,1,2,1,0,3,1,1,Secretary,2,2,0.176,0.026,0,0,0.0,0,90,2025-07-27,,,0
M000585,2025,2010,15,22,USA,West,Retired,97.73,0,7,3,1,3,0,0,,0,4,0.253,0.059,0,0,191.69,0,39,2025-08-13,,,1
M000586,2025,2022,3,48,UK,Northeast,Premium,354.36,0,2,1,3,2,0,0,,0,2,0.131,0.004,0,0,0.0,0,119,2025-11-12,,,1
M000587,2025,2014,11,35,USA,Northeast,Individual,199.91,0,6,3,3,4,0,0,,0,1,0.328,0.098,0,0,0.0,0,117,2025-12-16,,,1
M000588,2025,2008,17,80,USA,West,Corporate,978.41,0,9,5,0,3,0,0,,0,2,0.234,0.049,0,0,0.0,1,48,2025-02-23,,,0
M000589,2025,2017,8,56,USA,Northeast,Corporate,1021.66,1,4,0,0,2,0,0,,0,2,0.074,0.0,0,0,186.15,0,40,2025-11-14,,,1
M000590,2025,2017,8,63,USA,West,Retired,101.08,0,0,0,1,2,1,1,Vice Chair,7,4,0.293,0.083,0,0,0.0,0,88,2025-03-15,,,0
M000591,2025,2013,12,80,USA,At-Large,Individual,197.95,0,3,3,0,2,0,0,,0,2,0.199,0.033,0,0,0.0,0,27,2025-01-17,,,1
M000592,2025,2012,13,58,USA,West,Individual,197.59,1,1,3,2,3,0,0,,0,4,0.216,0.042,0,0,0.0,1,123,2025-12-20,,,1
M000593,2025,2023,2,59,USA,Mid-Atlantic,Individual,200.24,0,1,3,1,5,0,0,,0,1,0.169,0.024,0,0,0.0,0,90,2025-01-30,,,0
M000594,2025,2023,2,70,USA,Midwest,Individual,204.12,0,3,0,1,1,0,0,,0,2,0.279,0.079,0,0,0.0,0,3,2025-06-09,,,0
M000595,2025,2012,13,41,USA,Midwest,Individual,201.45,0,3,2,0,6,0,0,,0,3,0.373,0.12,0,0,0.0,0,79,2025-10-09,,,1
M000596,2025,2020,5,77,Brazil,Midwest,Nonprofit,517.36,1,1,1,0,2,0,0,,0,2,0.186,0.031,0,0,0.0,0,98,2025-04-23,,,1
M000597,2025,2011,14,25,USA,Midwest,Individual,197.89,1,2,3,3,5,0,0,,0,0,0.127,0.0,0,0,62.3,0,109,2025-06-22,,,0
M000598,2025,2018,7,72,USA,Southeast,Individual,182.97,1,2,3,0,1,0,0,,0,1,0.22,0.046,0,0,0.0,0,109,2025-10-05,,,1
M000599,2025,2017,8,35,USA,Southeast,Individual,195.25,1,0,2,3,4,0,0,,0,1,0.259,0.065,0,0,258.18,0,74,2025-10-02,,,1
M000600,2025,2009,16,35,USA,International,Corporate,972.76,1,1,4,0,2,0,0,,0,2,0.226,0.045,0,0,0.0,0,74,2025-11-07,,,0
M000601,2025,2008,17,62,USA,At-Large,Individual,192.23,1,4,5,1,3,0,0,,0,6,0.234,0.048,0,0,0.0,0,76,2025-01-04,,,1
M000602,2025,2023,2,48,USA,Southwest,Individual,194.37,0,1,0,2,1,1,0,,3,3,0.046,0.0,0,0,0.0,0,8,2025-10-09,,,0
M000603,2025,2012,13,43,India,West,Individual,204.18,0,3,2,1,1,0,0,,0,2,0.131,0.0,0,0,0.0,0,54,2025-02-26,,,1
M000604,2025,2015,10,22,USA,At-Large,Premium,369.22,1,3,2,2,2,0,0,,0,1,0.183,0.026,0,0,0.0,0,82,2025-07-04,,,1
M000605,2025,2022,3,56,USA,Northeast,Premium,336.99,1,1,2,2,4,0,0,,0,1,0.107,0.0,0,0,161.17,0,57,2025-02-17,,,0
M000606,2025,2019,6,36,USA,Southwest,Corporate,979.27,1,7,2,1,2,0,0,,0,1,0.296,0.085,0,0,0.0,0,109,2025-03-26,,,0
M000607,2025,2010,15,33,Australia,International,Individual,189.19,1,5,5,0,3,0,0,,0,3,0.369,0.117,0,0,0.0,0,103,2025-12-13,,,0
M000608,2025,2016,9,71,USA,West,Individual,190.96,0,4,2,1,1,0,0,,0,1,0.263,0.067,0,0,0.0,0,113,2025-06-28,,,0
M000609,2025,2009,16,57,USA,At-Large,Retired,102.05,0,7,2,3,2,0,0,,0,4,0.41,0.137,0,0,0.0,0,41,2025-04-02,,,0
M000610,2025,2010,15,26,Germany,Southeast,Individual,209.18,1,2,1,2,1,0,0,,0,4,0.103,0.0,0,0,0.0,0,1,2025-08-13,,,0
M000611,2025,2009,16,56,USA,Midwest,Individual,194.53,0,3,0,2,1,0,0,,0,1,0.144,0.004,0,0,0.0,0,117,2025-11-23,,,1
M000612,2025,2024,1,35,USA,Northeast,Individual,194.4,0,1,1,1,6,0,0,,0,1,0.325,0.102,1,0,0.0,0,99,2025-12-05,,,0
M000613,2025,2021,4,53,India,West,Premium,344.88,0,2,1,0,3,0,0,,0,1,0.16,0.018,0,0,0.0,0,43,2025-12-23,,,1
M000614,2025,2020,5,69,USA,Southeast,Individual,198.68,1,0,1,0,2,0,0,,0,1,0.089,0.0,0,0,0.0,0,79,2025-08-18,,,1
M000615,2025,2009,16,23,USA,Southwest,Student,53.33,1,5,2,2,6,0,0,,0,4,0.302,0.083,0,0,0.0,0,31,2025-04-03,,,1
M000616,2025,2018,7,20,India,At-Large,Nonprofit,488.94,0,1,3,0,3,0,0,,0,2,0.215,0.044,0,0,0.0,0,15,2025-01-04,,,0
M000617,2025,2024,1,49,USA,International,Student,52.83,0,1,1,0,4,0,0,,0,1,0.228,0.054,0,0,0.0,0,27,2025-05-01,,,0
M000618,2025,2024,1,75,USA,Southeast,Individual,205.06,1,2,4,2,1,0,0,,0,1,0.297,0.088,1,0,0.0,0,106,2025-09-04,,,0
M000619,2025,2018,7,55,USA,Southeast,Student,54.59,0,1,3,3,3,0,0,,0,2,0.22,0.046,0,0,0.0,0,103,2025-02-22,,,0
M000620,2025,2024,1,79,USA,Mid-Atlantic,Individual,208.56,0,0,1,1,6,0,0,,0,3,0.212,0.046,0,0,0.0,0,10,2025-05-27,,,0
M000621,2025,2024,1,62,USA,Northeast,Individual,195.97,0,0,3,0,1,0,0,,0,2,0.061,0.0,0,0,0.0,0,48,2025-01-26,,,0
M000622,2025,2012,13,65,USA,Southwest,Individual,191.91,0,1,1,1,8,0,0,,0,4,0.213,0.04,0,0,0.0,0,78,2025-06-20,,,0
M000623,2025,2010,15,50,USA,Southwest,Individual,202.55,1,1,4,1,4,0,0,,0,5,0.196,0.03,0,0,0.0,0,32,2025-11-16,,,0
M000624,2025,2010,15,34,USA,West,Premium,349.59,1,2,2,0,3,0,0,,0,4,0.262,0.064,0,1,0.0,0,9,2025-09-10,,,0
M000625,2025,2015,10,20,Canada,Midwest,Nonprofit,485.27,1,2,0,0,3,0,0,,0,2,0.246,0.058,0,0,0.0,0,67,2025-08-05,,,1
M000626,2025,2008,17,67,USA,International,Premium,356.11,0,3,3,3,3,0,0,,0,4,0.168,0.016,0,0,0.0,0,112,2025-06-07,,,1
M000627,2025,2018,7,71,USA,Northeast,Individual,197.45,1,2,3,1,7,0,0,,0,2,0.402,0.137,0,0,0.0,0,5,2025-06-26,,,1
M000628,2025,2015,10,64,USA,Southeast,Individual,191.85,1,5,4,0,1,0,0,,0,1,0.267,0.069,0,0,0.0,0,100,2025-07-06,,,1
M000629,2025,2009,16,75,USA,Northeast,Premium,376.99,1,3,2,0,4,0,0,,0,3,0.237,0.051,0,0,0.0,0,100,2025-12-19,,,1
M000630,2025,2011,14,52,USA,International,Individual,196.93,1,5,5,1,2,0,0,,0,3,0.271,0.069,0,0,0.0,0,65,2025-08-13,,,0
M000631,2025,2008,17,77,UAE,At-Large,Corporate,1030.54,1,3,1,0,7,0,0,,0,3,0.309,0.086,0,0,0.0,0,14,2025-04-06,,,1
M000632,2025,2014,11,74,USA,Northeast,Student,53.72,0,2,2,1,2,0,0,,0,3,0.184,0.027,0,0,0.0,0,64,2025-12-03,,,0
M000633,2025,2014,11,55,USA,West,Individual,198.18,1,4,2,0,2,0,0,,0,1,0.21,0.04,0,0,0.0,0,12,2025-08-16,,,0
M000634,2025,2017,8,74,USA,Midwest,Retired,96.78,1,3,2,2,1,0,0,,0,3,0.124,0.0,1,0,0.0,0,91,2025-09-28,,,0
