member_id,renewal_probability,risk_level,action_type,priority,channel,message_template,recommended_offer,timeline
M000684,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000905,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001111,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001172,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001528,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001550,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001754,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001798,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002930,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003143,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003200,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003255,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003267,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003393,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003534,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003953,42.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000387,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000485,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000683,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000983,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001219,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001223,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001457,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001484,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001571,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001651,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001985,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001991,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002308,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002326,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002881,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002944,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003836,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003978,42.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000086,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000142,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000345,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000398,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001149,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001478,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001602,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002616,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003123,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003162,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003243,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003298,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003546,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003705,42.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000125,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000144,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000242,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000296,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000888,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001212,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001363,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001764,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001771,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001987,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002047,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002687,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002789,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002872,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003114,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003360,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003378,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003811,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003887,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003889,42.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000048,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000326,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000636,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001162,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001605,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001915,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001928,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002145,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002436,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002760,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003121,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003286,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003491,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003492,42.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000006,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000153,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000189,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000273,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000517,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001198,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001215,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001264,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001388,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001802,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002035,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002049,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002132,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002370,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002602,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002670,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002824,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003680,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003758,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003833,42.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000237,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000829,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000852,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001242,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001292,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001428,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001492,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001608,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001747,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001891,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002317,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002527,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002595,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002699,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002700,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002725,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002819,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002999,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003000,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003125,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003182,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003389,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003854,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003973,42.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000073,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000301,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000346,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000463,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000518,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000639,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000685,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001064,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001648,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001853,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002026,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002123,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002180,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002369,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002803,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002874,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002941,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003062,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003563,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003666,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003954,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003971,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003972,42.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000064,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000169,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000563,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000658,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000705,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000848,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000941,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001133,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001246,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001288,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001391,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001821,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002178,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002389,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002857,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002862,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002976,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003034,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003145,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003232,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003343,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003561,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003612,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003671,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003782,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003952,42.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000096,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000315,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000374,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000534,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000791,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001081,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001305,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001306,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001346,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001502,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001599,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002136,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002230,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002231,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002647,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002838,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003131,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003178,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003369,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003581,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003678,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003707,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003818,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003883,43.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000026,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000175,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000199,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000262,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000881,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001038,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001738,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002014,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002033,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002390,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002945,43.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000074,43.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000085,43.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000899,43.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000907,43.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001004,43.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001125,43.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001226,43.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002018,43.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
